"Machine Learner";"Subset Type";"Measure Name";"Measure Value";"Measure Ideal Value";"Dataset";"Kernel";"C";"Gamma"
"HMC-LP-SMO";"Train";"ExampleBasedAccuracy";"0.9741350122685513";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Train";"ExampleBasedPrecision";"0.9782499730368966";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Train";"ExampleBasedRecall";"0.9894531430914298";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Train";"ExampleBasedFMeasure";"0.9973180198428715";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Test";"ExampleBasedAccuracy";"0.6959107545572237";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Test";"ExampleBasedPrecision";"0.7523517813159909";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Test";"ExampleBasedRecall";"0.748177826925019";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Test";"ExampleBasedFMeasure";"0.9167687733642846";"1.0";"Full";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO";"Train";"ExampleBasedAccuracy";"0.9743925974730473";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Train";"ExampleBasedPrecision";"0.9785090487945247";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Train";"ExampleBasedRecall";"0.9894531430914298";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Train";"ExampleBasedFMeasure";"0.9973180198428715";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Test";"ExampleBasedAccuracy";"0.4075932831402104";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Test";"ExampleBasedPrecision";"0.4391433456890542";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Test";"ExampleBasedRecall";"0.44945315289328996";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Test";"ExampleBasedFMeasure";"0.8389159040032871";"1.0";"Full";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO";"Train";"ExampleBasedAccuracy";"0.9743925974730473";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Train";"ExampleBasedPrecision";"0.9785090487945247";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Train";"ExampleBasedRecall";"0.9894531430914298";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Train";"ExampleBasedFMeasure";"0.9973180198428715";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Test";"ExampleBasedAccuracy";"0.3807515999224894";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Test";"ExampleBasedPrecision";"0.40825407460591956";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Test";"ExampleBasedRecall";"0.4202029399842841";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Test";"ExampleBasedFMeasure";"0.8441265516999484";"1.0";"Full";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO";"Train";"ExampleBasedAccuracy";"0.6790220956983667";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Train";"ExampleBasedPrecision";"0.7312031450868689";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Train";"ExampleBasedRecall";"0.7323864434772415";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Train";"ExampleBasedFMeasure";"0.9221839095839408";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Test";"ExampleBasedAccuracy";"0.6251923172612829";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Test";"ExampleBasedPrecision";"0.6764607279693485";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Test";"ExampleBasedRecall";"0.6747855402513817";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Test";"ExampleBasedFMeasure";"0.9201923424387595";"1.0";"Full";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO";"Train";"ExampleBasedAccuracy";"0.8231850595288364";"1.0";"Full";"RBFKernel";"3.0";"-7.0"
"HMC-LP-SMO";"Train";"ExampleBasedPrecision";"0.8588144680623611";"1.0";"Full";"RBFKernel";"3.0";"-7.0"
"HMC-LP-SMO";"Train";"ExampleBasedRecall";"0.8684241619548437";"1.0";"Full";"RBFKernel";"3.0";"-7.0"
"HMC-LP-SMO";"Train";"ExampleBasedFMeasure";"0.9581447555824081";"1.0";"Full";"RBFKernel";"3.0";"-7.0"
"HMC-LP-SMO";"Test";"ExampleBasedAccuracy";"0.7174173254755476";"1.0";"Full";"RBFKernel";"3.0";"-7.0"
"HMC-LP-SMO";"Test";"ExampleBasedPrecision";"0.7663773952146044";"1.0";"Full";"RBFKernel";"3.0";"-7.0"
